lambda0 k theta sigma alpha epsilon weight
1.2639 22737 5.56017e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26583 22737 5.56017e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26422 22737 5.56017e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25361 22737 5.56017e-05 0.357794 0.912372 0.85804 4.41637e-05
1.2724 22737 5.56017e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25515 22737 5.55865e-05 0.357794 0.912372 0.85804 1.96283e-05
1.25538 22737 5.55865e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26761 22737 5.55865e-05 0.357794 0.912372 0.85804 6.68988e-05
1.27519 22737 5.55865e-05 0.357794 0.912372 0.85804 2.82648e-05
1.26427 22735 5.56065e-05 0.357794 0.912372 0.85804 5.76832e-05
1.27887 22735 5.56065e-05 0.357794 0.912372 0.85804 4.41637e-05
1.267 22761 5.55606e-05 0.357794 0.912372 0.85804 7.85132e-05
1.25247 22761 5.55606e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26104 22761 5.55606e-05 0.357794 0.912372 0.85804 2.5637e-05
1.25967 22761 5.55606e-05 0.357794 0.912372 0.85804 2.33593e-05
1.2529 22761 5.55606e-05 0.357794 0.912372 0.85804 3.48948e-05
1.27392 22755 5.56014e-05 0.357794 0.912372 0.85804 2.82648e-05
1.27136 22755 5.56014e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25805 22755 5.56014e-05 0.357794 0.912372 0.85804 5.02485e-05
1.28175 22755 5.56014e-05 0.357794 0.912372 0.85804 9.34372e-05
1.26616 22755 5.56014e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26449 22755 5.56014e-05 0.357794 0.912372 0.85804 2.82648e-05
1.27763 22755 5.56014e-05 0.357794 0.912372 0.85804 2.33593e-05
1.24738 22755 5.56014e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26962 22755 5.56014e-05 0.357794 0.912372 0.85804 3.91208e-05
1.27035 22759 5.55805e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26504 22763 5.55569e-05 0.357794 0.912372 0.85804 2.82648e-05
1.27137 22763 5.55569e-05 0.357794 0.912372 0.85804 5.76832e-05
1.27475 22763 5.55569e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26119 22749 5.56207e-05 0.357794 0.912372 0.85804 3.48948e-05
1.2793 22749 5.56207e-05 0.357794 0.912372 0.85804 2.82648e-05
1.26651 22749 5.56207e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26651 22749 5.56207e-05 0.357794 0.912372 0.85804 3.13183e-05
1.27524 22747 5.56248e-05 0.357794 0.912372 0.85804 3.13183e-05
1.27663 22747 5.56248e-05 0.357794 0.912372 0.85804 3.13183e-05
1.28437 22747 5.56255e-05 0.357794 0.912372 0.85804 2.82648e-05
1.27335 22747 5.56255e-05 0.357794 0.912372 0.85804 0.000230733
1.26279 22747 5.56221e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26179 22747 5.56221e-05 0.357794 0.912372 0.85804 5.02485e-05
1.28508 22751 5.56117e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26172 22751 5.56117e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25959 22751 5.56117e-05 0.357794 0.912372 0.85804 7.85132e-05
1.25914 22751 5.56117e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26984 22751 5.56117e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26243 22751 5.56117e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26879 22749 5.56163e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25619 22749 5.56163e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25986 22751 5.56087e-05 0.357794 0.912372 0.85804 2.82648e-05
1.27229 22751 5.56087e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26463 22751 5.56087e-05 0.357794 0.912372 0.85804 2.5637e-05
1.26344 22749 5.56143e-05 0.357794 0.912372 0.85804 0.000113059
1.26893 22749 5.56143e-05 0.357794 0.912372 0.85804 5.76832e-05
1.27472 22749 5.56128e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26852 22749 5.56128e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26076 22751 5.5617e-05 0.357794 0.912372 0.85804 2.13722e-05
1.26047 22751 5.5617e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26223 22751 5.5617e-05 0.357794 0.912372 0.85804 2.82648e-05
1.25829 22751 5.5617e-05 0.357794 0.912372 0.85804 3.48948e-05
1.27153 22751 5.5617e-05 0.357794 0.912372 0.85804 2.5637e-05
1.26409 22751 5.5617e-05 0.357794 0.912372 0.85804 4.41637e-05
1.27679 22751 5.5617e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26988 22751 5.5617e-05 0.357794 0.912372 0.85804 9.34372e-05
1.25106 22751 5.5617e-05 0.357794 0.912372 0.85804 2.82648e-05
1.27663 22751 5.5617e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26538 22751 5.5617e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25398 22749 5.56157e-05 0.357794 0.912372 0.85804 3.48948e-05
1.27317 22749 5.56157e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26633 22749 5.56083e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26004 22749 5.56083e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25963 22757 5.56045e-05 0.357794 0.912372 0.85804 2.33593e-05
1.27181 22757 5.56045e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27173 22757 5.56045e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26789 22757 5.56045e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27055 22757 5.56045e-05 0.357794 0.912372 0.85804 6.68988e-05
1.27488 22757 5.56045e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26364 22757 5.56045e-05 0.357794 0.912372 0.85804 5.76832e-05
1.27593 22757 5.56045e-05 0.357794 0.912372 0.85804 0.000113059
1.26984 22757 5.56045e-05 0.357794 0.912372 0.85804 6.68988e-05
1.2692 22757 5.56045e-05 0.357794 0.912372 0.85804 7.85132e-05
1.24717 22757 5.56045e-05 0.357794 0.912372 0.85804 1.55088e-05
1.26355 22757 5.56045e-05 0.357794 0.912372 0.85804 7.85132e-05
1.25698 22757 5.56045e-05 0.357794 0.912372 0.85804 0.000139579
1.26146 22757 5.56045e-05 0.357794 0.912372 0.85804 2.33593e-05
1.26667 22757 5.56045e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26959 22757 5.56045e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25926 22749 5.56072e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26426 22749 5.56072e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26089 22787 5.55062e-05 0.357794 0.912372 0.85804 1.80894e-05
1.26639 22799 5.54529e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26998 22785 5.55159e-05 0.357794 0.912372 0.85804 3.48948e-05
1.2487 22785 5.55159e-05 0.357794 0.912372 0.85804 0.000139579
1.26507 22785 5.55159e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25812 22785 5.55159e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26914 22785 5.55159e-05 0.357794 0.912372 0.85804 3.13183e-05
1.2603 22785 5.54841e-05 0.357794 0.912372 0.85804 2.13722e-05
1.25698 22785 5.55027e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26077 22785 5.55027e-05 0.357794 0.912372 0.85804 2.82648e-05
1.26237 22787 5.55048e-05 0.357794 0.912372 0.85804 3.48948e-05
1.27702 22787 5.55048e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26358 22787 5.55014e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25616 22787 5.55014e-05 0.357794 0.912372 0.85804 7.85132e-05
1.2563 22741 5.56237e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25272 22741 5.56237e-05 0.357794 0.912372 0.85804 3.13183e-05
1.24308 22741 5.56237e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25632 22745 5.56181e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25927 22745 5.56181e-05 0.357794 0.912372 0.85804 2.82648e-05
1.26485 22743 5.56171e-05 0.357794 0.912372 0.85804 2.13722e-05
1.26382 22743 5.56171e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26543 22743 5.56171e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26214 22743 5.56204e-05 0.357794 0.912372 0.85804 2.13722e-05
1.25607 22743 5.56204e-05 0.357794 0.912372 0.85804 2.5637e-05
1.26713 22741 5.56185e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25759 22741 5.56185e-05 0.357794 0.912372 0.85804 3.48948e-05
1.27299 22743 5.56167e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26642 22743 5.56167e-05 0.357794 0.912372 0.85804 5.76832e-05
1.2541 22743 5.56167e-05 0.357794 0.912372 0.85804 2.82648e-05
1.24931 22743 5.56167e-05 0.357794 0.912372 0.85804 6.68988e-05
1.2667 22743 5.56167e-05 0.357794 0.912372 0.85804 2.82648e-05
1.25622 22739 5.5631e-05 0.357794 0.912372 0.85804 5.76832e-05
1.27765 22739 5.5631e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26697 22747 5.56136e-05 0.357794 0.912372 0.85804 9.34372e-05
1.27357 22747 5.56136e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26134 22749 5.56136e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26427 22749 5.56136e-05 0.357794 0.912372 0.85804 2.5637e-05
1.26379 22749 5.56136e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26826 22749 5.56136e-05 0.357794 0.912372 0.85804 9.34372e-05
1.27588 22749 5.56136e-05 0.357794 0.912372 0.85804 7.85132e-05
1.2622 22749 5.5589e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26579 22761 5.55712e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26673 22761 5.55712e-05 0.357794 0.912372 0.85804 4.41637e-05
1.261 22761 5.55712e-05 0.357794 0.912372 0.85804 0.000176655
1.25589 22761 5.55712e-05 0.357794 0.912372 0.85804 2.13722e-05
1.28006 22761 5.55712e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26721 22761 5.55712e-05 0.357794 0.912372 0.85804 3.91208e-05
1.24773 22761 5.55712e-05 0.357794 0.912372 0.85804 0.000113059
1.27728 22761 5.55712e-05 0.357794 0.912372 0.85804 3.48948e-05
1.24915 22761 5.55712e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25522 22761 5.55712e-05 0.357794 0.912372 0.85804 2.13722e-05
1.24754 22761 5.55712e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25805 22761 5.55712e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26138 22761 5.55712e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26168 22761 5.55712e-05 0.357794 0.912372 0.85804 0.000113059
1.25309 22761 5.55712e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25992 22765 5.55632e-05 0.357794 0.912372 0.85804 0.000113059
1.27669 22765 5.55632e-05 0.357794 0.912372 0.85804 7.85132e-05
1.2532 22765 5.55632e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26763 22765 5.55632e-05 0.357794 0.912372 0.85804 2.82648e-05
1.25163 22765 5.55632e-05 0.357794 0.912372 0.85804 5.76832e-05
1.2602 22765 5.55632e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26905 22765 5.55632e-05 0.357794 0.912372 0.85804 7.85132e-05
1.27606 22765 5.55632e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25114 22765 5.55632e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26388 22765 5.55632e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26228 22765 5.55632e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25779 22765 5.55632e-05 0.357794 0.912372 0.85804 2.82648e-05
1.25598 22765 5.55632e-05 0.357794 0.912372 0.85804 4.41637e-05
1.28446 22765 5.55632e-05 0.357794 0.912372 0.85804 2.82648e-05
1.25852 22765 5.55632e-05 0.357794 0.912372 0.85804 9.34372e-05
1.25141 22765 5.55632e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26811 22765 5.55632e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26294 22765 5.55632e-05 0.357794 0.912372 0.85804 2.33593e-05
1.26983 22761 5.55594e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26195 22761 5.55594e-05 0.357794 0.912372 0.85804 2.5637e-05
1.25812 22761 5.55594e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26934 22761 5.55594e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26809 22761 5.55594e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25725 22761 5.55594e-05 0.357794 0.912372 0.85804 0.000139579
1.25925 22761 5.55594e-05 0.357794 0.912372 0.85804 5.76832e-05
1.27383 22761 5.55594e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26688 22771 5.55493e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27164 22771 5.55493e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26274 22771 5.55493e-05 0.357794 0.912372 0.85804 1.96283e-05
1.2536 22771 5.55493e-05 0.357794 0.912372 0.85804 5.76832e-05
1.2742 22771 5.55493e-05 0.357794 0.912372 0.85804 6.68988e-05
1.28897 22771 5.55493e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26498 22771 5.55493e-05 0.357794 0.912372 0.85804 6.68988e-05
1.2578 22771 5.55493e-05 0.357794 0.912372 0.85804 2.5637e-05
1.25252 22771 5.55493e-05 0.357794 0.912372 0.85804 3.91208e-05
1.28218 22771 5.55493e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25906 22771 5.55493e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25884 22771 5.55493e-05 0.357794 0.912372 0.85804 2.33593e-05
1.2619 22771 5.55493e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26915 22771 5.55493e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26146 22771 5.55493e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26126 22771 5.55493e-05 0.357794 0.912372 0.85804 7.85132e-05
1.27109 22771 5.55493e-05 0.357794 0.912372 0.85804 6.68988e-05
1.2696 22771 5.55493e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26195 22771 5.55493e-05 0.357794 0.912372 0.85804 6.68988e-05
1.2518 22771 5.55493e-05 0.357794 0.912372 0.85804 2.5637e-05
1.27184 22771 5.55493e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26398 22771 5.55493e-05 0.357794 0.912372 0.85804 2.13722e-05
1.26881 22771 5.55493e-05 0.357794 0.912372 0.85804 2.82648e-05
1.26928 22771 5.55493e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25779 22771 5.55493e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26656 22771 5.55493e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26515 22771 5.55493e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25615 22771 5.55493e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25847 22771 5.55493e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27147 22771 5.55493e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26209 22771 5.55493e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26902 22771 5.55493e-05 0.357794 0.912372 0.85804 9.34372e-05
1.27302 22771 5.55493e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26152 22771 5.55493e-05 0.357794 0.912372 0.85804 2.13722e-05
1.24771 22771 5.55493e-05 0.357794 0.912372 0.85804 7.85132e-05
1.27207 22771 5.55493e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26386 22771 5.55493e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26913 22771 5.55493e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26882 22771 5.55493e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25501 22771 5.55427e-05 0.357794 0.912372 0.85804 7.85132e-05
1.25919 22771 5.55427e-05 0.357794 0.912372 0.85804 4.41637e-05
1.2634 22771 5.55427e-05 0.357794 0.912372 0.85804 6.68988e-05
1.27224 22771 5.55427e-05 0.357794 0.912372 0.85804 3.48948e-05
1.27022 22771 5.55427e-05 0.357794 0.912372 0.85804 0.000230733
1.26069 22771 5.55427e-05 0.357794 0.912372 0.85804 1.67247e-05
1.26501 22771 5.55427e-05 0.357794 0.912372 0.85804 3.91208e-05
1.2553 22771 5.55427e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25795 22771 5.55427e-05 0.357794 0.912372 0.85804 4.41637e-05
1.27201 22767 5.55476e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26932 22767 5.55476e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25925 22767 5.55476e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26121 22767 5.55476e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25626 22767 5.55476e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25458 22767 5.55476e-05 0.357794 0.912372 0.85804 9.34372e-05
1.2698 22767 5.55476e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25979 22759 5.55699e-05 0.357794 0.912372 0.85804 2.5637e-05
1.25862 22759 5.55699e-05 0.357794 0.912372 0.85804 3.91208e-05
1.27444 22759 5.55699e-05 0.357794 0.912372 0.85804 9.34372e-05
1.26116 22759 5.55699e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26685 22759 5.55599e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26035 22759 5.55501e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26201 22771 5.55476e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26916 22771 5.55476e-05 0.357794 0.912372 0.85804 1.44208e-05
1.25845 22771 5.55476e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26056 22771 5.55476e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25499 22771 5.55476e-05 0.357794 0.912372 0.85804 9.34372e-05
1.26919 22771 5.55476e-05 0.357794 0.912372 0.85804 2.5637e-05
1.2703 22757 5.55582e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26505 22765 5.55509e-05 0.357794 0.912372 0.85804 3.91208e-05
1.27797 22765 5.55509e-05 0.357794 0.912372 0.85804 2.33593e-05
1.26412 22763 5.55485e-05 0.357794 0.912372 0.85804 0.000176655
1.26202 22761 5.55608e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25147 22761 5.55608e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25475 22761 5.55608e-05 0.357794 0.912372 0.85804 3.48948e-05
1.2617 22761 5.55608e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25374 22761 5.55608e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26317 22761 5.55608e-05 0.357794 0.912372 0.85804 9.34372e-05
1.25991 22763 5.55506e-05 0.357794 0.912372 0.85804 2.13722e-05
1.27366 22757 5.55812e-05 0.357794 0.912372 0.85804 3.48948e-05
1.27292 22757 5.55812e-05 0.357794 0.912372 0.85804 3.48948e-05
1.27742 22757 5.55812e-05 0.357794 0.912372 0.85804 1.96283e-05
1.25944 22761 5.55753e-05 0.357794 0.912372 0.85804 6.68988e-05
1.2479 22761 5.55753e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26062 22761 5.55753e-05 0.357794 0.912372 0.85804 6.68988e-05
1.2562 22761 5.55753e-05 0.357794 0.912372 0.85804 2.5637e-05
1.2631 22761 5.55753e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26359 22761 5.55753e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25778 22761 5.55753e-05 0.357794 0.912372 0.85804 3.48948e-05
1.24291 22751 5.55665e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26386 22751 5.55665e-05 0.357794 0.912372 0.85804 2.5637e-05
1.27223 22751 5.55665e-05 0.357794 0.912372 0.85804 0.000139579
1.26695 22755 5.5555e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26641 22751 5.55591e-05 0.357794 0.912372 0.85804 2.13722e-05
1.26674 22767 5.54724e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25055 22767 5.54724e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26441 22767 5.54724e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27323 22767 5.54724e-05 0.357794 0.912372 0.85804 4.41637e-05
1.24786 22767 5.54724e-05 0.357794 0.912372 0.85804 7.85132e-05
1.25021 22767 5.54724e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26139 22767 5.54724e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25096 22767 5.54724e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26783 22767 5.54724e-05 0.357794 0.912372 0.85804 2.5637e-05
1.26281 22767 5.54724e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25938 22767 5.54724e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26449 22767 5.54724e-05 0.357794 0.912372 0.85804 2.5637e-05
1.25878 22767 5.54724e-05 0.357794 0.912372 0.85804 5.02485e-05
1.25185 22767 5.54724e-05 0.357794 0.912372 0.85804 9.34372e-05
1.26549 22767 5.54724e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27076 22751 5.55688e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26631 22749 5.55768e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25658 22749 5.55768e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27315 22751 5.55605e-05 0.357794 0.912372 0.85804 3.13183e-05
1.25833 22751 5.55605e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27066 22747 5.55741e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27454 22747 5.55741e-05 0.357794 0.912372 0.85804 3.13183e-05
1.27709 22751 5.5567e-05 0.357794 0.912372 0.85804 5.02485e-05
1.26702 22751 5.5567e-05 0.357794 0.912372 0.85804 0.000230733
1.26147 22825 5.53668e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27523 22777 5.55229e-05 0.357794 0.912372 0.85804 0.000113059
1.26383 22777 5.55229e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26396 22777 5.55229e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27091 22777 5.55229e-05 0.357794 0.912372 0.85804 2.82648e-05
1.27074 22777 5.55229e-05 0.357794 0.912372 0.85804 5.76832e-05
1.2599 22777 5.55229e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26184 22777 5.55229e-05 0.357794 0.912372 0.85804 6.68988e-05
1.26253 22777 5.55229e-05 0.357794 0.912372 0.85804 2.13722e-05
1.2699 22777 5.55229e-05 0.357794 0.912372 0.85804 3.13183e-05
1.27503 22775 5.55235e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25826 22775 5.55235e-05 0.357794 0.912372 0.85804 5.02485e-05
1.28036 22775 5.55235e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26138 22775 5.55235e-05 0.357794 0.912372 0.85804 5.76832e-05
1.26338 22775 5.55201e-05 0.357794 0.912372 0.85804 0.000113059
1.27831 22775 5.55201e-05 0.357794 0.912372 0.85804 5.02485e-05
1.2758 22775 5.55201e-05 0.357794 0.912372 0.85804 0.000113059
1.2461 22777 5.55304e-05 0.357794 0.912372 0.85804 5.02485e-05
1.28084 22777 5.55304e-05 0.357794 0.912372 0.85804 6.68988e-05
1.2652 22777 5.55304e-05 0.357794 0.912372 0.85804 4.41637e-05
1.26335 22777 5.55304e-05 0.357794 0.912372 0.85804 6.68988e-05
1.25532 22777 5.55304e-05 0.357794 0.912372 0.85804 4.41637e-05
1.27045 22777 5.55304e-05 0.357794 0.912372 0.85804 3.13183e-05
1.27349 22777 5.55304e-05 0.357794 0.912372 0.85804 4.41637e-05
1.27139 22775 5.55325e-05 0.357794 0.912372 0.85804 3.48948e-05
1.28031 22775 5.55325e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27461 22775 5.55325e-05 0.357794 0.912372 0.85804 2.82648e-05
1.27219 22777 5.55319e-05 0.357794 0.912372 0.85804 5.02485e-05
1.254 22777 5.55319e-05 0.357794 0.912372 0.85804 3.48948e-05
1.28477 22777 5.55319e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26028 22777 5.55319e-05 0.357794 0.912372 0.85804 3.13183e-05
1.24764 22777 5.55319e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26743 22777 5.55319e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26281 22777 5.55319e-05 0.357794 0.912372 0.85804 2.5637e-05
1.26731 22777 5.55305e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26653 22777 5.55305e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26803 22777 5.55305e-05 0.357794 0.912372 0.85804 6.68988e-05
1.27637 22777 5.55305e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26035 22777 5.55305e-05 0.357794 0.912372 0.85804 7.85132e-05
1.27219 22777 5.55305e-05 0.357794 0.912372 0.85804 2.5637e-05
1.2687 22777 5.55305e-05 0.357794 0.912372 0.85804 5.02485e-05
1.27223 22777 5.55305e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26115 22777 5.55305e-05 0.357794 0.912372 0.85804 4.41637e-05
1.27193 22777 5.55305e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26079 22775 5.55305e-05 0.357794 0.912372 0.85804 5.76832e-05
1.27328 22775 5.55305e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26475 22775 5.55305e-05 0.357794 0.912372 0.85804 5.76832e-05
1.25814 22775 5.55262e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26665 22775 5.55262e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26701 22775 5.55262e-05 0.357794 0.912372 0.85804 7.85132e-05
1.26647 22775 5.55262e-05 0.357794 0.912372 0.85804 4.41637e-05
1.25762 22777 5.5529e-05 0.357794 0.912372 0.85804 3.13183e-05
1.26625 22777 5.5529e-05 0.357794 0.912372 0.85804 5.76832e-05
1.27229 22777 5.5529e-05 0.357794 0.912372 0.85804 3.48948e-05
1.25875 22777 5.5529e-05 0.357794 0.912372 0.85804 2.82648e-05
1.27588 22777 5.5529e-05 0.357794 0.912372 0.85804 3.48948e-05
1.26253 22779 5.55325e-05 0.357794 0.912372 0.85804 7.85132e-05
1.25197 22779 5.55325e-05 0.357794 0.912372 0.85804 3.91208e-05
1.26984 22779 5.55325e-05 0.357794 0.912372 0.85804 3.91208e-05
1.25632 22779 5.55325e-05 0.357794 0.912372 0.85804 0.000113059
1.26315 22779 5.55325e-05 0.357794 0.912372 0.85804 5.02485e-05
