lambda,	weight
9.2411,	-11.4874
12.3165,	-11.2001
6.48044,	-11.8422
9.10035,	-11.5027
8.29957,	-11.5948
9.88555,	-11.4199
5.57784,	-11.9922
5.72845,	-11.9656
8.11687,	-11.6171
7.35432,	-11.7157
13.5803,	-11.1024
3.96415,	-12.3337
5.87666,	-11.94
6.51166,	-11.8374
14.8804,	-11.011
5.72703,	-11.9658
6.3086,	-11.8691
6.7767,	-11.7975
17.3529,	-10.8573
13.5832,	-11.1022
8.23995,	-11.602
9.99449,	-11.409
6.89236,	-11.7806
11.4452,	-11.2734
10.3419,	-11.3748
6.3079,	-11.8692
8.21622,	-11.6049
6.34273,	-11.8637
10.6194,	-11.3483
5.20672,	-12.0611
12.1557,	-11.2132
10.911,	-11.3212
5.62025,	-11.9846
15.0796,	-10.9977
8.00705,	-11.6307
6.93852,	-11.7739
8.58612,	-11.5609
11.3255,	-11.284
11.1436,	-11.3001
13.077,	-11.1402
9.63208,	-11.4459
14.7505,	-11.0197
8.28351,	-11.5967
4.59524,	-12.186
4.08588,	-12.3035
7.48852,	-11.6976
9.83373,	-11.4252
12.6501,	-11.1733
6.08901,	-11.9045
7.9754,	-11.6347
3.8199,	-12.3708
6.36714,	-11.8599
7.32498,	-11.7197
12.4628,	-11.1883
7.40593,	-11.7087
12.6038,	-11.177
12.2213,	-11.2078
6.93448,	-11.7745
11.2185,	-11.2934
11.3712,	-11.2799
6.96708,	-11.7698
6.11144,	-11.9009
8.10569,	-11.6184
7.65707,	-11.6754
7.14479,	-11.7446
9.29404,	-11.4816
6.10411,	-11.9021
13.621,	-11.0994
9.0749,	-11.5055
10.4649,	-11.363
14.5558,	-11.033
5.20957,	-12.0605
7.32706,	-11.7194
6.97929,	-11.7681
5.88031,	-11.9394
15.2641,	-10.9855
4.88992,	-12.1238
9.50024,	-11.4597
5.0048,	-12.1006
9.10961,	-11.5017
13.4144,	-11.1147
7.42268,	-11.7065
9.50149,	-11.4596
6.17948,	-11.8898
10.6459,	-11.3458
6.39585,	-11.8554
10.4256,	-11.3668
18.9985,	-10.7667
10.1834,	-11.3903
6.86356,	-11.7848
11.5214,	-11.2668
13.436,	-11.1131
8.51742,	-11.5689
7.56103,	-11.688
9.67874,	-11.4411
13.9863,	-11.0729
12.1086,	-11.2171
3.39864,	-12.4876
10.2688,	-11.3819
7.14072,	-11.7452
9.39969,	-11.4703
9.49355,	-11.4604
13.2727,	-11.1253
9.46437,	-11.4635
6.746,	-11.8021
7.73898,	-11.6647
10.4025,	-11.369
10.4974,	-11.3599
4.11671,	-12.296
7.46455,	-11.7009
6.61126,	-11.8222
9.04859,	-11.5084
5.77246,	-11.9579
8.36302,	-11.5872
12.0114,	-11.2252
7.59529,	-11.6835
8.3827,	-11.5848
4.02979,	-12.3173
9.86774,	-11.4217
9.13265,	-11.4992
16.2056,	-10.9257
14.5456,	-11.0337
9.01995,	-11.5116
8.70968,	-11.5466
8.41228,	-11.5813
6.80471,	-11.7934
8.79551,	-11.5368
11.245,	-11.2911
9.46365,	-11.4636
6.97163,	-11.7692
5.9014,	-11.9358
4.84098,	-12.1339
6.96142,	-11.7706
7.91878,	-11.6418
6.20745,	-11.8853
5.25373,	-12.0521
7.09604,	-11.7515
8.00468,	-11.631
9.77323,	-11.4314
8.28722,	-11.5963
7.62105,	-11.6801
13.8673,	-11.0815
5.61694,	-11.9852
8.60176,	-11.559
8.99429,	-11.5144
5.76967,	-11.9584
2.64906,	-12.7368
5.19099,	-12.0641
11.9313,	-11.2318
7.4819,	-11.6985
4.90594,	-12.1206
6.71906,	-11.8061
4.98568,	-12.1044
6.06841,	-11.9079
5.93117,	-11.9308
13.3499,	-11.1195
4.49069,	-12.209
6.43945,	-11.8486
6.91576,	-11.7772
10.3678,	-11.3723
8.31333,	-11.5932
5.55476,	-11.9964
10.8907,	-11.3231
9.00643,	-11.5131
10.0087,	-11.4076
5.79374,	-11.9542
8.59939,	-11.5593
7.94098,	-11.639
8.28681,	-11.5964
10.0379,	-11.4047
4.1627,	-12.2849
5.67535,	-11.9749
9.79916,	-11.4287
7.97774,	-11.6344
14.3746,	-11.0455
9.82519,	-11.4261
7.06699,	-11.7556
9.37231,	-11.4733
8.10559,	-11.6185
12.323,	-11.1996
11.3653,	-11.2805
12.9343,	-11.1511
5.79114,	-11.9547
5.86637,	-11.9418
12.241,	-11.2062
8.0433,	-11.6262
5.67372,	-11.9752
9.79011,	-11.4296
4.66675,	-12.1706
8.01986,	-11.6291
9.7449,	-11.4343
8.70048,	-11.5476
11.0079,	-11.3124
11.223,	-11.293
7.85075,	-11.6504
6.96917,	-11.7695
12.2708,	-11.2038
7.14825,	-11.7441
3.91324,	-12.3467
4.40518,	-12.2282
9.04123,	-11.5092
11.7011,	-11.2513
8.11505,	-11.6173
8.66846,	-11.5513
8.04346,	-11.6262
9.62249,	-11.4469
6.04435,	-11.9119
11.7737,	-11.2452
9.2025,	-11.4915
9.81402,	-11.4272
10.0745,	-11.401
7.9468,	-11.6382
6.52289,	-11.8357
9.52891,	-11.4567
12.4936,	-11.1858
5.70657,	-11.9694
6.99784,	-11.7654
8.95895,	-11.5184
9.63058,	-11.4461
8.71609,	-11.5458
4.88919,	-12.124
7.1715,	-11.7409
4.74471,	-12.154
5.39559,	-12.0254
11.9187,	-11.2329
5.3832,	-12.0277
13.9176,	-11.0779
11.2947,	-11.2867
8.20769,	-11.6059
11.4054,	-11.2769
7.91974,	-11.6417
9.05938,	-11.5072
7.16411,	-11.7419
5.54685,	-11.9978
3.9041,	-12.349
9.41126,	-11.4691
5.52517,	-12.0017
16.1229,	-10.9308
13.6595,	-11.0966
8.42024,	-11.5804
10.6769,	-11.3429
9.91204,	-11.4173
4.00208,	-12.3242
9.81779,	-11.4268
12.0606,	-11.2211
6.35867,	-11.8612
10.9243,	-11.32
5.10969,	-12.0799
8.00366,	-11.6311
7.08353,	-11.7532
11.3782,	-11.2793
13.0209,	-11.1445
3.89577,	-12.3511
6.30587,	-11.8695
9.14144,	-11.4982
13.4467,	-11.1123
10.3033,	-11.3785
15.32,	-10.9819
4.79624,	-12.1432
10.5089,	-11.3588
7.84529,	-11.6511
7.23356,	-11.7323
9.61799,	-11.4474
10.128,	-11.3957
12.1666,	-11.2123
10.0614,	-11.4023
8.15417,	-11.6125
9.77439,	-11.4312
8.27731,	-11.5975
6.52312,	-11.8357
8.32715,	-11.5915
10.6476,	-11.3457
8.29467,	-11.5954
4.89155,	-12.1235
8.74503,	-11.5425
8.51411,	-11.5693
7.82841,	-11.6533
9.77387,	-11.4313
5.82957,	-11.9481
14.7221,	-11.0217
11.0035,	-11.3128
6.71837,	-11.8062
7.05705,	-11.757
6.61451,	-11.8218
7.48292,	-11.6984
7.35625,	-11.7155
6.58892,	-11.8256
6.30569,	-11.8696
8.97211,	-11.5169
6.75289,	-11.801
10.1846,	-11.3901
6.53315,	-11.8341
5.02658,	-12.0963
11.1595,	-11.2987
6.58072,	-11.8269
7.68255,	-11.6721
5.85632,	-11.9435
6.48037,	-11.8422
9.00069,	-11.5137
9.23632,	-11.4879
6.11963,	-11.8995
18.9703,	-10.7681
8.24205,	-11.6018
10.8386,	-11.3279
8.96709,	-11.5175
6.54376,	-11.8325
8.92431,	-11.5222
5.44002,	-12.0172
9.18484,	-11.4935
9.51014,	-11.4587
9.49236,	-11.4605
17.9576,	-10.823
8.44666,	-11.5772
10.857,	-11.3262
8.2683,	-11.5986
6.43747,	-11.8489
4.68091,	-12.1675
6.54757,	-11.8319
11.0659,	-11.3071
10.6847,	-11.3422
11.6561,	-11.2552
9.44478,	-11.4656
8.00943,	-11.6304
6.15432,	-11.8939
6.50041,	-11.8392
10.2351,	-11.3852
8.79941,	-11.5363
9.67413,	-11.4416
7.5943,	-11.6836
10.4899,	-11.3606
9.46767,	-11.4631
14.3908,	-11.0444
10.7114,	-11.3397
7.4853,	-11.6981
6.5448,	-11.8323
18.2694,	-10.8058
13.5819,	-11.1023
2.96015,	-12.6258
8.01226,	-11.63
9.37722,	-11.4727
8.96061,	-11.5182
14.0764,	-11.0665
3.4996,	-12.4584
6.26628,	-11.8758
11.1165,	-11.3026
5.98687,	-11.9214
8.38026,	-11.5851
4.98534,	-12.1045
13.2157,	-11.1296
6.03621,	-11.9132
13.1824,	-11.1321
7.76546,	-11.6613
9.33517,	-11.4772
6.17227,	-11.8909
11.7749,	-11.245
8.3218,	-11.5921
7.56663,	-11.6873
14.388,	-11.0446
8.81066,	-11.5351
10.0413,	-11.4043
10.234,	-11.3853
5.44172,	-12.0169
6.83185,	-11.7894
11.9979,	-11.2263
5.77136,	-11.9581
9.74355,	-11.4344
12.458,	-11.1887
11.4955,	-11.2691
7.85835,	-11.6494
10.4239,	-11.3669
11.1594,	-11.2987
5.25104,	-12.0526
5.14366,	-12.0733
13.6534,	-11.097
13.448,	-11.1122
8.36456,	-11.587
8.16554,	-11.6111
5.47006,	-12.0117
13.7351,	-11.0911
10.3916,	-11.37
4.57042,	-12.1914
7.57335,	-11.6864
11.2554,	-11.2902
9.59741,	-11.4495
10.4711,	-11.3624
9.35912,	-11.4747
9.09847,	-11.5029
7.89348,	-11.645
8.51477,	-11.5692
6.72561,	-11.8051
7.13114,	-11.7465
6.10261,	-11.9023
8.67557,	-11.5505
5.5585,	-11.9957
9.79318,	-11.4293
11.3946,	-11.2779
6.08064,	-11.9059
11.0553,	-11.3081
11.5443,	-11.2648
8.34735,	-11.5891
7.8758,	-11.6472
10.3341,	-11.3756
8.67736,	-11.5503
7.79478,	-11.6576
5.01061,	-12.0995
6.72956,	-11.8045
11.3924,	-11.2781
11.8232,	-11.241
10.1122,	-11.3973
10.2985,	-11.379
12.9328,	-11.1512
7.12622,	-11.7472
8.7332,	-11.5439
10.709,	-11.3399
10.8514,	-11.3267
8.75641,	-11.5412
14.105,	-11.0645
6.71011,	-11.8074
6.48369,	-11.8417
7.7004,	-11.6697
9.37532,	-11.4729
9.54284,	-11.4552
7.3413,	-11.7175
6.48979,	-11.8408
6.17035,	-11.8913
7.63125,	-11.6788
5.21037,	-12.0604
11.7774,	-11.2448
17.5975,	-10.8433
6.53764,	-11.8334
6.36797,	-11.8597
6.6943,	-11.8098
5.17418,	-12.0673
15.0708,	-10.9983
12.8842,	-11.155
9.10598,	-11.5021
6.17802,	-11.89
14.7442,	-11.0202
11.387,	-11.2785
13.586,	-11.102
9.65925,	-11.4431
7.99639,	-11.632
12.0465,	-11.2222
10.091,	-11.3994
7.44639,	-11.7033
7.02239,	-11.7619
5.6985,	-11.9708
17.9963,	-10.8208
9.41051,	-11.4692
4.04967,	-12.3124
5.09853,	-12.0821
13.0355,	-11.1433
10.443,	-11.3651
12.4338,	-11.1906
11.1473,	-11.2998
10.9307,	-11.3194
6.49064,	-11.8407
8.18216,	-11.6091
9.26272,	-11.485
7.79775,	-11.6572
8.26996,	-11.5984
4.45183,	-12.2177
10.7456,	-11.3365
11.7236,	-11.2494
5.61653,	-11.9853
7.96846,	-11.6355
6.89118,	-11.7808
10.4824,	-11.3613
4.00302,	-12.324
7.53788,	-11.6911
9.18405,	-11.4935
6.13045,	-11.8977
5.99232,	-11.9205
7.74327,	-11.6642
7.74181,	-11.6644
10.4303,	-11.3663
13.2886,	-11.1241
14.4006,	-11.0437
11.7178,	-11.2499
9.38269,	-11.4721
12.8962,	-11.1541
10.1301,	-11.3955
8.34301,	-11.5896
12.7837,	-11.1628
14.937,	-11.0072
7.49763,	-11.6964
9.32013,	-11.4788
9.40887,	-11.4694
10.9657,	-11.3162
10.8939,	-11.3228
10.633,	-11.3471
16.6376,	-10.8994
9.32204,	-11.4786
8.2686,	-11.5986
8.68553,	-11.5494
8.22951,	-11.6033
9.68707,	-11.4402
6.69085,	-11.8103
9.2165,	-11.49
16.7783,	-10.8909
9.14722,	-11.4976
6.40743,	-11.8536
6.1532,	-11.894
6.58719,	-11.8259
11.8776,	-11.2364
9.15675,	-11.4965
5.80625,	-11.9521
4.95515,	-12.1106
8.15672,	-11.6122
9.18299,	-11.4937
13.4277,	-11.1137
9.51956,	-11.4577
13.9099,	-11.0784
8.56186,	-11.5637
15.9782,	-10.9398
20.2147,	-10.7046
5.80631,	-11.9521
4.26944,	-12.2595
9.64346,	-11.4447
7.25664,	-11.7291
7.46613,	-11.7006
6.25543,	-11.8776
3.69979,	-12.4027
4.92529,	-12.1166
9.56985,	-11.4524
9.43084,	-11.467
12.9527,	-11.1497
14.7929,	-11.0169
4.41506,	-12.226
4.21874,	-12.2715
12.0513,	-11.2218
14.3974,	-11.044
8.59671,	-11.5596
4.9815,	-12.1053
8.64471,	-11.5541
3.53547,	-12.4482
7.09269,	-11.752
9.10485,	-11.5022
8.46439,	-11.5751
7.04629,	-11.7585
9.7545,	-11.4333
8.52137,	-11.5684
6.73787,	-11.8033
10.9708,	-11.3158
10.8856,	-11.3236
9.38961,	-11.4714
8.7341,	-11.5438
7.87462,	-11.6474
9.78458,	-11.4302
7.88774,	-11.6457
5.89093,	-11.9376
7.70346,	-11.6693
8.52726,	-11.5677
9.39255,	-11.4711
7.83018,	-11.653
15.3843,	-10.9777
9.84026,	-11.4245
10.5388,	-11.356
15.2543,	-10.9862
10.3046,	-11.3784
6.45395,	-11.8463
9.55259,	-11.4542
8.90408,	-11.5245
9.43631,	-11.4665
18.0596,	-10.8173
8.83076,	-11.5328
8.93309,	-11.5213
14.7224,	-11.0216
7.40222,	-11.7092
8.13452,	-11.6149
7.53815,	-11.691
15.232,	-10.9876
7.07358,	-11.7546
8.09473,	-11.6198
7.74458,	-11.664
10.4016,	-11.3691
8.23414,	-11.6027
8.18352,	-11.6089
7.12304,	-11.7477
7.30548,	-11.7224
7.35222,	-11.716
11.9931,	-11.2267
5.45352,	-12.0148
5.43958,	-12.0173
10.1327,	-11.3952
8.73274,	-11.5439
10.1888,	-11.3897
10.0382,	-11.4046
5.81569,	-11.9505
9.67553,	-11.4414
9.40109,	-11.4702
7.1988,	-11.7371
10.3001,	-11.3789
7.93202,	-11.6401
5.57743,	-11.9923
4.38177,	-12.2336
9.54652,	-11.4548
14.9441,	-11.0067
6.53748,	-11.8335
10.0608,	-11.4024
9.81079,	-11.4275
13.6634,	-11.0963
8.88173,	-11.527
6.86944,	-11.7839
6.85566,	-11.7859
9.28841,	-11.4822
12.6777,	-11.1712
3.01991,	-12.6058
14.2025,	-11.0576
4.20997,	-12.2736
10.772,	-11.3341
9.09388,	-11.5034
3.6035,	-12.4291
10.538,	-11.356
9.04849,	-11.5084
6.77801,	-11.7973
12.7699,	-11.1639
10.982,	-11.3148
10.8421,	-11.3276
6.24595,	-11.8791
8.02217,	-11.6288
9.88613,	-11.4199
15.093,	-10.9968
12.7295,	-11.1671
4.7539,	-12.1521
8.58638,	-11.5608
5.26556,	-12.0498
5.58608,	-11.9907
11.6426,	-11.2563
6.46728,	-11.8443
7.08156,	-11.7535
13.5642,	-11.1036
5.4881,	-12.0084
5.62215,	-11.9843
13.8065,	-11.0859
9.69947,	-11.4389
9.34882,	-11.4758
15.0558,	-10.9993
8.79387,	-11.537
10.8107,	-11.3305
6.4538,	-11.8463
9.86132,	-11.4224
9.96618,	-11.4118
7.49001,	-11.6974
15.2509,	-10.9864
11.7619,	-11.2462
10.3611,	-11.373
7.11879,	-11.7483
6.8558,	-11.7859
6.79824,	-11.7944
6.58725,	-11.8259
13.8978,	-11.0793
7.65315,	-11.6759
12.2739,	-11.2035
8.96568,	-11.5176
8.92696,	-11.5219
7.02441,	-11.7616
5.92405,	-11.932
12.482,	-11.1867
5.80424,	-11.9524
9.50224,	-11.4595
11.497,	-11.2689
12.1985,	-11.2097
10.437,	-11.3657
6.79895,	-11.7942
8.05667,	-11.6245
7.50685,	-11.6952
8.44563,	-11.5774
7.0284,	-11.7611
12.0935,	-11.2183
4.93519,	-12.1146
7.59247,	-11.6839
14.4239,	-11.0421
11.1616,	-11.2985
10.7246,	-11.3385
8.16498,	-11.6112
10.3026,	-11.3786
7.40451,	-11.7089
5.98703,	-11.9214
12.5312,	-11.1828
9.46236,	-11.4637
10.7892,	-11.3325
5.61406,	-11.9857
13.7614,	-11.0891
7.82032,	-11.6543
4.93029,	-12.1156
13.1072,	-11.1379
15.4553,	-10.9731
6.68171,	-11.8116
7.93346,	-11.6399
9.72884,	-11.4359
6.67145,	-11.8132
8.11971,	-11.6167
8.49493,	-11.5715
9.39889,	-11.4704
7.44529,	-11.7034
9.88238,	-11.4203
12.1065,	-11.2173
8.83827,	-11.5319
9.48832,	-11.461
5.38433,	-12.0275
9.13846,	-11.4985
7.64993,	-11.6763
14.2646,	-11.0532
5.73466,	-11.9645
10.1571,	-11.3928
8.33444,	-11.5906
5.20015,	-12.0623
8.02667,	-11.6282
8.74078,	-11.543
8.84047,	-11.5317
6.45155,	-11.8467
12.9205,	-11.1522
11.5041,	-11.2683
11.8581,	-11.238
6.45174,	-11.8467
10.0334,	-11.4051
18.9063,	-10.7715
10.2394,	-11.3848
11.0156,	-11.3117
5.22567,	-12.0574
12.6612,	-11.1725
6.12911,	-11.898
12.7455,	-11.1658
11.1877,	-11.2962
9.54788,	-11.4547
5.98747,	-11.9213
8.57588,	-11.5621
7.3593,	-11.7151
9.14576,	-11.4977
9.01167,	-11.5125
9.03882,	-11.5095
7.07096,	-11.755
4.80428,	-12.1415
10.5306,	-11.3567
9.7473,	-11.434
4.57707,	-12.19
14.913,	-11.0088
12.0752,	-11.2199
8.54889,	-11.5652
9.49135,	-11.4606
7.96684,	-11.6357
8.96633,	-11.5175
8.64754,	-11.5537
9.68645,	-11.4403
5.97371,	-11.9236
8.12062,	-11.6166
10.9443,	-11.3182
4.32323,	-12.247
11.4932,	-11.2693
9.59371,	-11.4499
12.9408,	-11.1506
10.0961,	-11.3989
12.4809,	-11.1868
7.2327,	-11.7324
13.1811,	-11.1322
3.79341,	-12.3778
10.2045,	-11.3882
10.7445,	-11.3366
12.694,	-11.1699
8.55248,	-11.5648
5.27431,	-12.0482
8.4871,	-11.5725
9.57381,	-11.452
10.6027,	-11.3499
11.0166,	-11.3116
9.01542,	-11.5121
9.75935,	-11.4328
9.59659,	-11.4496
8.70731,	-11.5469
8.93897,	-11.5206
16.6072,	-10.9012
9.95693,	-11.4127
7.20944,	-11.7356
9.38954,	-11.4714
6.42777,	-11.8504
8.93418,	-11.5211
5.22629,	-12.0573
10.7309,	-11.3379
11.1378,	-11.3007
13.5374,	-11.1056
10.2729,	-11.3815
6.21348,	-11.8843
7.51448,	-11.6942
8.13194,	-11.6152
12.9746,	-11.148
6.19222,	-11.8877
16.2411,	-10.9235
10.748,	-11.3363
10.0981,	-11.3987
8.72028,	-11.5454
7.65516,	-11.6756
5.98166,	-11.9223
6.75281,	-11.8011
7.12595,	-11.7473
6.51424,	-11.837
9.33964,	-11.4767
8.76607,	-11.5401
17.0551,	-10.8746
10.0897,	-11.3995
5.42179,	-12.0206
5.0652,	-12.0886
9.44308,	-11.4657
11.2009,	-11.295
10.9491,	-11.3178
6.3608,	-11.8609
8.15336,	-11.6126
5.91675,	-11.9332
11.8349,	-11.24
7.85879,	-11.6494
7.47055,	-11.7
6.48978,	-11.8408
8.11984,	-11.6167
10.9696,	-11.3159
7.6488,	-11.6765
8.29945,	-11.5948
5.83838,	-11.9466
6.64682,	-11.8169
10.0031,	-11.4081
7.08661,	-11.7528
8.16464,	-11.6112
11.0325,	-11.3102
12.9684,	-11.1485
9.70806,	-11.4381
15.3101,	-10.9825
10.4065,	-11.3686
5.17111,	-12.0679
10.0909,	-11.3994
9.00616,	-11.5131
12.4418,	-11.19
8.41174,	-11.5814
9.9697,	-11.4115
4.4116,	-12.2268
11.9334,	-11.2317
11.0695,	-11.3068
8.7364,	-11.5435
11.9305,	-11.2319
5.98362,	-11.922
7.96566,	-11.6359
9.59115,	-11.4502
8.27515,	-11.5978
8.39235,	-11.5837
18.4597,	-10.7954
10.8781,	-11.3243
5.81577,	-11.9504
3.87583,	-12.3563
6.97503,	-11.7687
11.3862,	-11.2786
6.05494,	-11.9101
9.3357,	-11.4772
8.18617,	-11.6086
12.773,	-11.1637
8.08508,	-11.621
8.14446,	-11.6137
7.45303,	-11.7024
14.7297,	-11.0211
7.06502,	-11.7559
8.78851,	-11.5376
8.49561,	-11.5715
6.09798,	-11.9031
7.06477,	-11.7559
7.97557,	-11.6346
8.85496,	-11.53
12.1219,	-11.216
13.0686,	-11.1408
8.83388,	-11.5324
9.85046,	-11.4235
7.47454,	-11.6995
5.14462,	-12.0731
7.68525,	-11.6717
11.5125,	-11.2676
7.80513,	-11.6562
8.92849,	-11.5218
14.9559,	-11.0059
6.52824,	-11.8349
8.05392,	-11.6249
15.0002,	-11.003
9.92335,	-11.4161
9.09066,	-11.5038
7.97455,	-11.6348
5.40452,	-12.0238
3.9114,	-12.3471
5.8351,	-11.9471
9.96945,	-11.4115
12.911,	-11.1529
8.65196,	-11.5532
10.526,	-11.3572
9.13853,	-11.4985
12.3754,	-11.1953
6.66197,	-11.8146
9.6797,	-11.441
9.72738,	-11.4361
4.64609,	-12.175
10.032,	-11.4052
11.2498,	-11.2907
12.088,	-11.2188
9.81075,	-11.4275
4.16592,	-12.2841
8.87428,	-11.5279
8.98964,	-11.5149
7.93509,	-11.6397
15.2159,	-10.9887
5.60425,	-11.9875
2.47007,	-12.8068
11.2411,	-11.2914
10.3249,	-11.3765
7.73053,	-11.6658
8.15903,	-11.6119
3.45006,	-12.4726
10.1467,	-11.3939
6.3462,	-11.8632
6.60349,	-11.8234
4.88679,	-12.1245
10.5692,	-11.3531
9.77895,	-11.4308
5.85619,	-11.9435
5.47369,	-12.0111
11.3982,	-11.2776
7.79268,	-11.6578
5.35539,	-12.0329
5.61803,	-11.985
8.20109,	-11.6067
7.41128,	-11.708
9.13623,	-11.4988
7.0821,	-11.7534
10.7914,	-11.3323
6.83654,	-11.7887
6.77435,	-11.7979
5.90139,	-11.9358
8.73218,	-11.544
9.47947,	-11.4619
9.30664,	-11.4803
8.15126,	-11.6128
9.3673,	-11.4738
6.10588,	-11.9018
7.99358,	-11.6324
8.76786,	-11.5399
11.2571,	-11.29
10.9436,	-11.3183
6.22551,	-11.8824
8.62574,	-11.5563
7.20856,	-11.7357
9.89414,	-11.4191
5.49434,	-12.0073
9.83888,	-11.4247
5.30764,	-12.0419
11.6322,	-11.2572
9.16351,	-11.4958
9.97674,	-11.4108
9.88609,	-11.4199
8.36257,	-11.5873
8.38542,	-11.5845
9.86906,	-11.4216
7.47259,	-11.6998
10.7285,	-11.3381
10.158,	-11.3928
13.2946,	-11.1237
9.70957,	-11.4379
12.5443,	-11.1818
7.25293,	-11.7296
8.35341,	-11.5883
11.1061,	-11.3035
7.79888,	-11.657
6.04766,	-11.9113
7.34406,	-11.7171
10.6213,	-11.3482
7.57683,	-11.6859
8.93481,	-11.5211
8.1083,	-11.6181
11.6792,	-11.2532
5.54656,	-11.9978
5.72292,	-11.9665
6.73326,	-11.804
7.38122,	-11.7121
8.19369,	-11.6077
10.4205,	-11.3672
11.5064,	-11.2681
9.07822,	-11.5051
8.20705,	-11.606
7.77184,	-11.6605
3.57477,	-12.4371
10.2138,	-11.3873
5.97378,	-11.9236
16.0556,	-10.935
11.1232,	-11.302
17.5458,	-10.8462
7.83612,	-11.6523
16.7192,	-10.8945
9.09254,	-11.5036
7.43296,	-11.7051
8.49658,	-11.5714
5.33262,	-12.0372
9.71375,	-11.4375
10.5714,	-11.3529
9.6066,	-11.4486
10.0959,	-11.3989
8.17919,	-11.6094
11.5981,	-11.2602
9.24467,	-11.487
7.60789,	-11.6818
6.81835,	-11.7914
7.43364,	-11.705
11.4302,	-11.2748
8.57311,	-11.5624
3.7476,	-12.3899
7.81279,	-11.6553
12.4257,	-11.1912
9.51054,	-11.4586
9.62144,	-11.447
10.3172,	-11.3772
12.0785,	-11.2196
10.0422,	-11.4042
6.01313,	-11.9171
13.0513,	-11.1421
11.1778,	-11.2971
9.35353,	-11.4753
8.8098,	-11.5352
7.69653,	-11.6702
11.6926,	-11.2521
7.57391,	-11.6863
4.69085,	-12.1654
10.1253,	-11.396
19.4109,	-10.7452
10.6574,	-11.3448
10.2634,	-11.3824
7.74967,	-11.6634
7.352,	-11.716
8.52386,	-11.5681
8.49933,	-11.571
6.40909,	-11.8533
8.48198,	-11.5731
7.91877,	-11.6418
8.57036,	-11.5627
11.4816,	-11.2703
13.5272,	-11.1063
6.82781,	-11.79
6.99665,	-11.7656
13.5682,	-11.1033
8.59691,	-11.5596
8.72161,	-11.5452
14.723,	-11.0216
14.4895,	-11.0376
9.69413,	-11.4395
9.50052,	-11.4597
12.1251,	-11.2157
6.34883,	-11.8627
3.30925,	-12.5143
6.88242,	-11.782
13.4894,	-11.1091
7.5126,	-11.6944
9.3188,	-11.479
7.22628,	-11.7333
7.71342,	-11.6681
9.66664,	-11.4423
7.46943,	-11.7002
9.65505,	-11.4435
8.54398,	-11.5658
11.567,	-11.2629
11.4432,	-11.2736
8.29294,	-11.5956
11.6465,	-11.256
8.76429,	-11.5403
8.7133,	-11.5462
8.82615,	-11.5333
10.3319,	-11.3758
12.1262,	-11.2157
5.97692,	-11.9231
8.53923,	-11.5663
8.60284,	-11.5589
7.097,	-11.7513
7.89348,	-11.645
6.9466,	-11.7728
6.71045,	-11.8073
9.26023,	-11.4853
10.5011,	-11.3595
6.76066,	-11.7999
10.2891,	-11.3799
12.5648,	-11.1801
10.4891,	-11.3607
5.34506,	-12.0348
13.7408,	-11.0906
11.0012,	-11.313
8.26053,	-11.5995
8.40934,	-11.5817
5.21966,	-12.0586
8.44552,	-11.5774
11.015,	-11.3118
8.29671,	-11.5952
10.3686,	-11.3722
12.6743,	-11.1714
5.88149,	-11.9392
11.8428,	-11.2393
7.4761,	-11.6993
10.2943,	-11.3794
8.3539,	-11.5883
11.2886,	-11.2872
7.49001,	-11.6974
10.4096,	-11.3683
16.4739,	-10.9092
13.5541,	-11.1043
6.22566,	-11.8823
10.0406,	-11.4044
12.4768,	-11.1871
7.42192,	-11.7066
11.8278,	-11.2406
14.7611,	-11.019
7.69072,	-11.671
13.3156,	-11.1221
5.49003,	-12.0081
6.83704,	-11.7887
6.38853,	-11.8565
8.56414,	-11.5634
14.2554,	-11.0539
4.06153,	-12.3095
7.46036,	-11.7014
11.8718,	-11.2369
9.64699,	-11.4444
9.44379,	-11.4657
10.7723,	-11.334
7.21442,	-11.7349
9.04549,	-11.5087
5.08775,	-12.0842
11.0148,	-11.3118
9.41769,	-11.4684
8.4305,	-11.5792
7.79682,	-11.6573
9.06342,	-11.5068
8.7944,	-11.5369
8.76672,	-11.5401
7.09116,	-11.7522
5.69161,	-11.972
13.4033,	-11.1155
8.74805,	-11.5422
4.97934,	-12.1057
9.35615,	-11.475
15.4679,	-10.9722
8.51148,	-11.5696
10.1293,	-11.3956
11.705,	-11.251
4.69908,	-12.1636
7.23697,	-11.7318
12.58,	-11.1789
7.45911,	-11.7016
9.36206,	-11.4744
5.35423,	-12.0331
9.60244,	-11.449
18.5766,	-10.7891
6.50445,	-11.8385
6.70582,	-11.808
8.65216,	-11.5532
12.0514,	-11.2218
5.17081,	-12.068
8.10945,	-11.618
14.3533,	-11.047
12.7449,	-11.1659
5.0329,	-12.095
9.06128,	-11.507
6.62469,	-11.8202
13.6621,	-11.0964
12.1923,	-11.2102
6.23799,	-11.8804
9.72394,	-11.4364
5.765,	-11.9592
8.27108,	-11.5983
8.31097,	-11.5934
6.547,	-11.832
6.02301,	-11.9154
7.10239,	-11.7506
10.4862,	-11.361
8.00498,	-11.631
9.83444,	-11.4251
15.9696,	-10.9403
8.84205,	-11.5315
8.73029,	-11.5442
17.3352,	-10.8583
12.8895,	-11.1546
8.85426,	-11.5301
6.78899,	-11.7957
7.36558,	-11.7142
